ID,albanian,arab,belarusian,bulgarian,chinese,czech,english,estonian,finnish,french,german,greek,hungarian,italian,japanese,latvian,lithuanian,polish,romanian,russian,swedish,turkish,ukrainian,yugoslav,spanish,portuguese,dutch
273,Shkretëtira e Libisë,Alsahra alliybia,,,Libiyashamo,Libyjská poušť,Libyan Desert,Liibüa kõrb,Libyan aavikko,Désert Libyque,Libysche Wüste,Libyan Desert,Líbiai-sivatag,Deserto Libico-Nubiano,Ribia sabaku,Libyan Desert,Libijos dykuma,Pustynia Libijska,Deşertul Libian,Livijskaja pustynja,Libyska öknen,Libya Çölü,,Libijska pustinja,Desierto Líbico,Deserto da Líbia,Libische Woestijn
274,Gana,Ghana,,,Jiana,Ghana,Ghana,Ghana,Ghana,Ghana,Ghana,Gkana,Ghána,Ghana,Gāna,Gana,Gana,Ghana,Ghana,Gana,Ghana,Gana,,Gana,Ghana,Gana,Ghana
275,Transvaal,Transvaal,,,Delanshiwa,Transvaal,Transvaal,Transvaal,Transvaal,Transvaal,Transvaal,Transvaal,Transvaal,Transvaal,Toransuvuāru,Transvaal,Transvaal,Transwal,Transvaal,Transvaal',Transvaal,Transvaal,,Transvaal,Transvaal,Transvaal,Transvaal
276,Southern Ontario,Southern Ontario,,,Nan'ansheng,Southern Ontario,Southern Ontario,Southern Ontario,Southern Ontario,Sud de l'Ontario,Southern Ontario,Southern Ontario,Southern Ontario,Southern Ontario,Southern Ontario,Southern Ontario,Southern Ontario,Southern Ontario,Southern Ontario,Juzhnoe Ontario,Southern Ontario,Southern Ontario,,Southern Ontario,Southern Ontario,Ontário Meridional,Zuidelijk Ontario
277,Meksiko,Madinat miksiku,,,Moxigecheng,Ciudad de México,Mexico City,México,México,Mexico,Mexiko-Stadt,Poli toy Mexikoy,Mexikóváros,Città del Messico,Mekishikoshiti,Mehiko,Meksikas,Meksyk,Ciudad de México,Mehiko,Mexico City,Meksiko,,Ciudad de México,Ciudad de México,Cidade do México,Mexico-Stad
278,Pampaset,Albamba,,,Pengbacaoyuan,Pampy,Pampas,Pampa,Pampa,Pampa,Pampa,Paba,Pampák,Pampa,Panpa,Pampas,Pampos,Pampa,Pampas,Pampa,Pampas,Pampa,,Pampa,Región pampeana,Pampa,Pampa
279,Santiago,Santiaghu,,,Shengdiyage,Santiago de Chile,Santiago,Santiago,Santiago de Chile,Santiago,Santiago de Chile,Santiago,Santiago de Chile,Santiago del Cile,Santiago,Santjago,Santjagas,Santiago,Santiago de Chile,Sant'jago,Santiago de Chile,Santiag,,Santiago de Chile,Santiago de Chile,Santiago,Santiago
280,Mato Grosso,Matu ghrusu,,,Matuogeluosuozhou,Mato Grosso,Mato Grosso,Mato Grosso osariik,Mato Grosso,Mato Grosso,Mato Grosso,Mato Gkroso,Mato Grosso,Mato Grosso,Mattogurosso-shū,Matugrosu,Mato Grosas,Mato Grosso,Mato Grosso,Matu-Grosu,Mato Grosso,Mato Grosso,,Mato Grosso,Mato Grosso,Mato Grosso,Mato Grosso
281,Maldivet,Almaldif,,,Ma'erdaifu,Maledivy,Maldives,Maldiivid,Malediivit,Maldives,Malediven,Maldives,Maldív-szigetek,Maldive,Morudibu,Maldivija,Maldyvai,Malediwy,Maldive,Mal'divy,Maldiverna,Maldivler,,Maldivi,Maldivas,Maldivas,Malediven
282,Kanto,Kanto,,,Kanto,Kanto,Kanto,Kanto,Kanto,Kanto,Kanto,Kanto,Kanto,Kanto,Uta,Kanto,Kanto,Kantō,Kanto,Kanto,Kanto,Kanto,,Kantō,Kanto,Kanto,Kanto
283,Gansu,Qansu,,,Gansusheng,Kan-su,Gansu,Gansu,Gansu,Gansu,Gansu,Kansoy,Kanszu,Gansu,Kanshuku-shō,Gaņsu,Gansu,Gansu,Gansu,Gan'su,Gansu,Kansu,,Gansu,Gansu,Gansu,Gansu
284,North Island,Aljazirat alshamalia,,,Beidao,Severní ostrov,North Island,Põhjasaar,Pohjoissaari,Île du Nord,Nordinsel,Voreio Nisi,Északi-sziget,Isola del Nord,Kitajima,Ziemeļsala,Šiaurės sala,Wyspa Północna,Insula de Nord,Severnyj,Nordön,Kuzey Adası,,Sjeverni otok,Isla Norte,Ilha Norte,Noordereiland
285,Uellsi i Ri Jugor,Nyusawith wylz,,,Xinnanweiershizhou,Nový Jižní Wales,New South Wales,Uus-Lõuna-Wales,Uusi Etelä-Wales,Nouvelle-Galles du Sud,New South Wales,Nea Notia Oyalia,Új-Dél-Wales,Nuovo Galles del Sud,Nyūsausuuēruzu shū,Jaundienvidvelsa,Naujasis Pietų Velsas,Nowa Południowa Walia,Noul Wales de Sud,Novyj Juzhnyj Uel's,New South Wales,Yeni Güney Galler,,Novi Južni Wales,Nueva Gales del Sur,Nova Gales do Sul,Nieuw-Zuid-Wales
286,Southern Indochina,Southern Indochina,,,Zhongnanbandao,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,Southern Indochina,,Southern Indochina,Southern Indochina,Southern Indochina,Zuidelijk Indochina
287,Taklamakan,Taklamakan,,,Takelamaganshamo,Taklamakan,Taklamakan,Taklimakan,Taklimakan,Désert du Taklamakan,Taklamakan,Takla Makan,Takla-Makán,Deserto del Taklamakan,Takuramakan sabaku,Taklamakans,Taklamakanas,Takla Makan,Taklamakan,Takla-Makan,Takla Makan,Taklamakan Çölü,,Takla Makan,Taklamakán,Taclamacã,Taklamakan
288,Birmania,Mianmar,,,Miandian,Myanmar,Burma,Myanmar,Myanmar,Birmanie,Myanmar,Mianmar,Mianmar,Birmania,Myanmā,Mjanma,Mianmaras,Mjanma,Myanmar,M'janma,Myanmar,Myanmar,,Mjanmar,Birmania,Myanmar,Myanmar
289,Tajlanda,Tayland,,,Taiguo,Thajsko,Siam,Tai,Thaimaa,Thaïlande,Thailand,Tailandi,Thaiföld,Thailandia,Tai ōkoku,Taizeme,Tailandas,Tajlandia,Thailanda,Tailand,Thailand,Tayland,,Tajland,Tailandia,Tailândia,Thailand
290,Spanish Africa,Afriqya aliisbania,,,Xibanya feizhou,Spanish Africa,Spanish Africa,Spanish Africa,Spanish Africa,Afrique espagnole,Spanish Africa,Spanish Africa,Spanish Africa,Spanish Africa,Spanish Africa,Spanish Africa,Spanish Africa,Spanish Africa,Spanish Africa,Spanish Africa,Spanish Africa,Spanish Africa,,Spanish Africa,África española,África Espanhola,Spaans-Afrika
291,Bagdadi,Baghdad,,,Bageda,Bagdád,Baghdad,Bagdad,Bagdad,Bagdad,Bagdad,Vagdati,Bagdad,Baghdad,Bagudādo,Bagdāde,Bagdadas,Bagdad,Bagdad,Bagdad,Bagdad,Bağdat,,Bagdad,Bagdad,Bagdá,Bagdad
292,Nexhdi,Najid,,,Neizhi,Nadžd,Nejd,Najd,Najd,Nejd,Nadschd,Natznt,Nedzsd,Najd,Najudo,Nejd,Nedždas,Nadżd,Nejd,Nedzhd,Najd,Necid,,Nedžd,Néyed,Négede,Nadjd
293,Jemeni,Al-Yaman,,,Yemen,Jemen,Yemen,Jeemen,Jemen,Yémen,Jemen,Uemeni,Jemen,Yemen,Iemen,Jemena,Jemenas,Jemen,Yemen,Jemen,Jemen,Yemen,,Jemen,Yemen,Iémen,Jemen
294,Omani,Saltanat euman,,,Aman,Omán,Oman,Omaan,Oman,Oman,Oman,Oman,Omán,Oman,Omān,Omāna,Omanas,Oman,Oman,Oman,Oman,Umman,,Oman,Omán,Omã,Oman
295,Leopoldville,Leopoldville,,,Li'aobodecheng,Leopoldville,Leopoldville,Leopoldville,Leopoldville,Léopoldville,Leopoldville,Leopoldville,Leopoldville,Leopoldopoli,Leopoldville,Leopoldville,Leopoldville,Leopoldville,Leopoldville,Leopoldville,Leopoldville,Leopoldville,,Leopoldville,Leopoldville,Leopoldville,Leopoldstad
296,Portuguese Guinea,Portuguese Guinea,,,Pushujineiya,Portuguese Guinea,Portuguese Guinea,Portugali Guinea,Portugalin Guinea,Guinée portugaise,Portuguese Guinea,Portuguese Guinea,Portuguese Guinea,Guinea portoghese,Porutogaru-ryō ginia,Portuguese Guinea,Portugalijos Gvinėja,Gwinea Portugalska,Portuguese Guinea,Portugal'skaja Gvineja,Portugisiska Guinea,Portuguese Guinea,,Portuguese Guinea,Guinea portuguesa,Guiné Portuguesa,Portugees-Guinea
297,Guinea Ekuatoriale,Ghinya aliastiwayiya,,,Chidaojineiya,Rovníková Guinea,Equatorial Guinea,Ekvatoriaal-Guinea,Päiväntasaajan Guinea,Guinée équatoriale,Äquatorialguinea,Isimerini Goyinea,Egyenlítői-Guinea,Guinea Equatoriale,Sekidōginia,Ekvatoriālā Gvineja,Pusiaujo Gvinėja,Gwinea Równikowa,Guineea Ecuatorială,Ekvatorial'naja Gvineja,Ekvatorialguinea,Ekvator Ginesi,,Ekvatorska Gvineja,Guinea Ecuatorial,Guiné Equatorial,Equatoriaal-Guinea
298,Liberia,Libiria,,,Libiliya,Libérie,Liberia,Libeeria,Liberia,Liberia,Liberia,Liveria,Libéria,Liberia,Riberia,Libērija,Liberija,Liberia,Liberia,Liberija,Liberia,Liberya,,Liberija,Liberia,Libéria,Liberia
299,Ishujt Falkland,Juzur fukland,,,Fukelanqundao,Falklandy,Falkland Islands,Falklandi saared,Falklandinsaaret,Îles Malouines,Falklandinseln,Nisoi Foklant,Falkland-szigetek,Isole Falkland,Fōkurando shotō,Folklenda Salas,Folklando,Falklandy,Insulele Falkland,Folklendskie ostrova,Falklandsöarna,Falkland Adaları,,Falklandski otoci,Islas Malvinas,Ilhas Malvinas,Falklandeilanden
300,Uruguaji,Aluwrughway,,,Wulagui,Uruguay,Uruguay,Uruguay,Uruguay,Uruguay,Uruguay,Oyroygoyai,Uruguay,Uruguay,Uruguai,Urugvaja,Urugvajus,Urugwaj,Uruguay,Urugvaj,Uruguay,Uruguay,,Urugvaj,Uruguay,Uruguai,Uruguay
301,Paraguaji,Baraghway,,,Balagui,Paraguay,Paraguay,Paraguay,Paraguay,Paraguay,Paraguay,Paragoyai,Paraguay,Paraguay,Paraguai,Paragvaja,Paragvajus,Paragwaj,Paraguay,Paragvaj,Paraguay,Paraguay,,Paragvaj,Paraguay,Paraguai,Paraguay
302,La Paz,Libala,,,Labasi,La Paz,La Paz,La Paz,La Paz,La Paz,La Paz,La Pas,La Paz,La Paz,Rapasu,Lapasa,La Pasas,La Paz,La Paz,La-Pas,La Paz,La Paz,,La Paz,La Paz,La Paz,La Paz
303,Lima,Lima,,,Lima,Lima,Lima,Lima,Lima,Lima,Lima,Lima,Lima,Lima,Rima,Lima,Lima,Lima,Lima,Lima,Lima,Lima,,Lima,Lima,Lima,Lima
304,Panamaja,Banama,,,Banama,Panama,Panamá,Panama,Panama,Panama,Panama,Panamas,Panama,Panama,Panama,Panama,Panama,Panama,Panama,Panama,Panama,Panama,,Panama,Panamá,Panamá,Panama
305,Ekuadori,Aliikwadur,,,Eguaduo'er,Ekvádor,Ecuador,Ecuador,Ecuador,Équateur,Ecuador,Isimerinos,Ecuador,Ecuador,Ekuadoru,Ekvadora,Ekvadoras,Ekwador,Ecuador,Ekvador,Ecuador,Ekvador,,Ekvador,Ecuador,Equador,Ecuador
306,Cundinamarca,Cundinamarca,,,Cundinamaka,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca,,Cundinamarca,Cundinamarca,Cundinamarca,Cundinamarca
307,Miranda,Miranda,,,Milanda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,,Miranda,Miranda,Miranda,Miranda
308,Leeward Islands,Jazur liuard,,,Beifengqundao,Závětrné ostrovy,Leeward Islands,Leeward Islands,Leewardsaaret,Leeward Islands,Leeward Islands,Upinemes Nisoi,Szélcsendes-szigetek,Isole Sopravento Settentrionali,Rīwādo shotō,Leeward Islands,Pavėjinės Antilų salos,Wyspy Podwietrzne,Insulele Sub Vânt,Leeward Islands,Leeward Islands,Leeward Islands,,Zavjetrinski otoci,Leeward Islands,Leeward Islands,Benedenwindse Eilanden
309,Surinami,Surinam,,,Sulinan,Surinam,Suriname,Suriname,Suriname,Suriname,Suriname,Soyrinam,Suriname,Suriname,Surinamu,Surinama,Surinamas,Surinam,Surinam,Surinam,Surinam,Surinam,,Surinam,Surinam,Suriname,Suriname
310,Guajana Franceze,Ghwyana alfaransia,,,Fashuguiyana,Francouzská Guyana,French Guiana,Prantsuse Guajaana,Ranskan Guayana,Guyane,Französisch-Guayana,Galliki Goyiana,Francia Guyana,Guyana francese,Furansu-ryō giana,Gviāna,Prancūzijos Gviana,Gujana Francuska,Guyana Franceză,Gviana,Franska Guyana,Fransız Guyanası,,Francuska Gijana,Guayana Francesa,Guiana Francesa,Frans-Guyana
311,British Honduras,Hinduras albiritania,,,Yingshuhongdulasi,Britský Honduras,British Honduras,British Honduras,Brittiläinen Honduras,Honduras britannique,British Honduras,British Honduras,British Honduras,Honduras britannico,British Honduras,British Honduras,Britų Hondūras,Honduras Brytyjski,British Honduras,Britanskij Gonduras,Brittiska Honduras,Britanya Hondurası,,Britanski Honduras,Honduras Británica,Honduras Britânicas,Brits-Honduras
312,Hondurasi,Hinduras,,,Hongdulasi,Honduras,Honduras,Honduras,Honduras,Honduras,Honduras,Ondoyra,Honduras,Honduras,Honjurasu,Hondurasa,Hondūras,Honduras,Honduras,Gonduras,Honduras,Honduras,,Honduras,Honduras,Honduras,Honduras
313,Guatemala,Ghuatimala,,,Weidimala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Goyatemala,Guatemala,Guatemala,Guatemara,Gvatemala,Gvatemala,Gwatemala,Guatemala,Gvatemala,Guatemala,Guatemala,,Gvatemala,Guatemala,Guatemala,Guatemala
314,Salvadori,Alsalfadur,,,Sa'erwaduo,Salvador,El Salvador,El Salvador,El Salvador,Salvador,El Salvador,El Salvador,Salvador,El Salvador,Erusarubadoru,Salvadora,Salvadoras,Salwador,El Salvador,Sal'vador,El Salvador,El Salvador,,Salvador,El Salvador,El Salvador,El Salvador
315,Kuba,Kuba,,,Guba,Kuba,Cuba,Kuuba,Kuuba,Cuba,Kuba,Koyva,Kuba,Cuba,Kyūba,Kuba,Kuba,Kuba,Cuba,Kuba,Kuba,Küba,,Kuba,Cuba,Cuba,Cuba
316,Kosta Rika,Kustarika,,,Gesidalijia,Kostarika,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Kosta Rika,Costa Rica,Costa Rica,Kosutarika,Kostarika,Kosta Rika,Kostaryka,Costa Rica,Kosta-Rika,Costa Rica,Kosta Rika,,Kostarika,Costa Rica,Costa Rica,Costa Rica
317,Nikaragua,Nykaraghwa,,,Nijialagua,Nikaragua,Nicaragua,Nicaragua,Nicaragua,Nicaragua,Nicaragua,Nikaragoya,Nicaragua,Nicaragua,Nikaragua,Nikaragva,Nikaragva,Nikaragua,Nicaragua,Nikaragua,Nicaragua,Nikaragua,,Nikaragva,Nicaragua,Nicarágua,Nicaragua
318,Haiti,Hayti,,,Haidi,Haiti,Haiti,Haiti,Haiti,Haïti,Haiti,Aiti,Haiti,Haiti,Haichi,Haiti,Haitis,Haiti,Haiti,Respublika Gaiti,Haiti,Haiti,,Haiti,Haití,Haiti,Haïti
319,Republika Dominikane,Jumhuriat alduwminikan,,,Duomingnijia,Dominikánská republika,Dominican Republic,Dominikaani Vabariik,Dominikaaninen tasavalta,République dominicaine,Dominikanische Republik,Dominikani Dimokratia,Dominikai Köztársaság,Repubblica Dominicana,Dominikakyōwakoku,Dominikāna,Dominikos Respublika,Dominikana,Republica Dominicană,Dominikanskaja Respublika,Dominikanska republiken,Dominik Cumhuriyeti,,Dominikanska Republika,República Dominicana,República Dominicana,Dominicaanse Republiek
320,French India,Alhind alfaransia,,,Fashuyindu,Francouzská Indie,French India,French India,Ranskan Intia,Inde française,Französisch-Indien,French India,Francia India,Insediamenti francesi in India,Furansu indo,French India,French India,Indie Francuskie,French India,Frantsuzskaja Indija,French India,Fransız Hindistanı,,French India,India francesa,Índia Francesa,Frans-Indië
321,Goa,Ghwa,,,Guoabang,Goa,Goa,Goa osariik,Goa,Goa,Goa,Gkoa,Goa,Goa,Goa-shū,Goa,Goa,Goa,Goa,Goa,Goa,Goa,,Goa,Goa,Goa,Goa
322,Nagqu,Nagqu,,,Naqushi,Nagčhu,Nagqu,Nagqu,Nagqu,Préfecture de Nagchu,Nagqu,Nagqu,Nagqu,Prefettura di Nagqu,Nakuchu ichi,Nagqu,Nagču prefektūra,Nagqu,Nagqu,Nagchu,Nagchu,Nagqu,,Nagqu,Nagqu,Nagqu,Nagchu
323,Nepali,Nybal,,,Nibo'er,Nepál,Nepal,Nepal,Nepal,Népal,Nepal,Nepal,Nepál,Nepal,Nepāru,Nepāla,Nepalas,Nepal,Nepal,Nepal,Nepal,Nepal,,Nepal,Nepal,Nepal,Nepal
324,Butani,Butan,,,Budan,Bhútán,Bhutan,Bhutan,Bhutan,Bhoutan,Bhutan,Boytan,Bhután,Bhutan,Būtan,Butāna,Butanas,Bhutan,Bhutan,Butan,Bhutan,Bhutan,,Kraljevina Butan,Bután,Butão,Bhutan
325,Yunnan,Yunan,,,Yunnansheng,Jün-nan,Yunnan,Yunnan,Yunnan,Yunnan,Yunnan,Gioynan,Jünnan,Yunnan,Un'nan-shō,Juņnaņa,Junanas,Junnan,Yunnan,Jun'nan',Yunnan,Yünnan,,Yunnan,Yunnan,Iunã,Yunnan
326,Hong Kong,Hungh kungh,,,Xianggang,Hongkong,Hong Kong,Hongkong,Hongkong,Hong Kong,Hongkong,Chongk Kongk,Hongkong,Hong Kong,Honkon,Honkonga,Honkongas,Hongkong,Hong Kong,Gonkong,Hongkong,Hong Kong,,Hong Kong,Hong Kong,Hong Kong,Hongkong
327,Manila,Manila,,,Manila,Manila,Manila,Manila,Manila,Manille,Manila,Manila,Manila,Manila,Manira,Manila,Manila,Manila,Manila,Manila,Manila,Manila,,Manila,Manila,Manila,Manilla
328,Kirin,Kirin,,,Jilin,Kirin,Kirin,Kirin,Kirin,Kirin,Kirin,Kirin,Kirin,Kirin,Kirin,Kirin,Kirin,Kirin,Kirin,Kirin,Kirin,Kirin,,Kirin,Kirin,Kirin,Kirin
329,Republika Popullore Tëvane,Jumhuriat twfaa alshaebia,,,Tuwenguo,Tuvinská aratská republika,Tannu Tuva,Tuva Rahvavabariik,Tuvan kansantasavalta,Tannou-Touva,Tuwinische Volksrepublik,Laiki Dimokratia tis Tannoy Tiva,Tuvai Népköztársaság,Repubblica Popolare di Tuva,Touvua jinmin kyōwakoku,Tannu Tuva,Tannu Tuva,Tuwińska Republika Ludowa,Republica Populară Tuva,Tuvinskaja Narodnaja Respublika,Tuvinska folkrepubliken,Tuva Halk Cumhuriyeti,,Tanu Tuva,República Popular de Tannu Tuvá,Tannu Tuva,Volksrepubliek Toeva
330,Mongolia,Manghulia,,,Menggu gaoyuan,Mongolsko,Mongolia,Mongoolia,Mongolia,Mongolie,Mongolei,Mongolia,Mongólia,Mongolia,Mongoru kuni,Mongolija,Mongolija,Mongolia,Mongolia,Mongolija,Mongoliet,Moğolistan,,Mongolija,Mongolia,Mongólia,Mongolië
331,Toka e Re dhe Labradori,Niuyfandland filabaradur,,,Niusheng,Newfoundland a Labrador,Newfoundland,Newfoundland ja Labrador,Newfoundland ja Labrador,Terre-Neuve-et-Labrador,Neufundland und Labrador,Nea Gi kai Labrantor,Új-Fundland és Labrador,Terranova e Labrador,Nyūfandorando raburadōru shū,Ņūfaundlenda un Labradora,Niufaundlandas ir Labradoras,Nowa Fundlandia i Labrador,Newfoundland şi Labrador,N'jufaundlend i Labrador,Newfoundland och Labrador,Newfoundland ve Labrador,,Newfoundland i Labrador,Terranova y Labrador,Terra Nova e Labrador,Newfoundland en Labrador
332,Labrador,Labrador,,,Labuladuo,Labrador,Labrador,Labrador,Labrador,Labrador,Labrador,Labrador,Labrador,Labrador,Raburadōru chihō,Labrador,Labradoras,Labrador,Labrador,Labrador,Labrador,Labrador,,Labrador,Labrador,Labrador,Labrador
333,North Borneo,Shamal burniu,,,Beipoluozhou,North Borneo,North Borneo,North Borneo,Pohjois-Borneo,Bornéo du Nord,Nord-Borneo,North Borneo,North Borneo,Borneo del Nord,Eiryō kita boruneo,North Borneo,North Borneo,Borneo Północne,Borneo de Nord,Severnoe Borneo,Nordborneo,North Borneo,,North Borneo,Borneo Septentrional,Bornéu do Norte,Brits Noord-Borneo
334,Kalimantan,Kilimanatan,,,Jialimandan,Kalimantan,Kalimantan,Kalimantan,Kalimantan,Kalimantan,Kalimantan,Kalimantan,Kalimantan,Kalimantan,Karimantan,Kalimantan,Kalimantanas,Kalimantan,Kalimantan,Indonezijskij Kalimantan,Kalimantan,Kalimantan,,Kalimantan,Kalimantan,Calimantã,Kalimantan
335,Xhava,Jawa,,,Zhuawadao,Jáva,Java,Jaava,Jaava,Java,Java,Iava,Jáva,Giava,Jawatō,Java,Java,Jawa,Insula Java,Java,Java,Cava,,Java,Java,Java,Java
336,Singapori,Singhafura,,,Xinjiapo,Singapur,Singapore,Singapur,Singapore,Singapour,Singapur,Sigkapoyri,Szingapúr,Singapore,Shingapōru,Singapūra,Singapūras,Singapur,Singapore,Singapur,Singapore,Singapur,,Singapur,Singapur,Singapura,Singapore
337,Ishujt Faroe,Juzur faru,,,Faluoqundao,Faerské ostrovy,Faroe Islands,Fääri saared,Färsaaret,Îles Féroé,Färöer Inseln,Nisoi Feroes,Feröer,Fær Øer,Ferō shotō,Fēru Salas,Farerai,Wyspy Owcze,Insulele Feroe,Farerskie ostrova,Färöarna,Faroe Adaları,,Føroyar,Islas Feroe,Ilhas Feroe,Faeröer
338,Gloucestershire,Ghlustirshir,,,Geluositejun,Gloucestershire,Gloucestershire,Gloucestershire,Gloucestershire,Gloucestershire,Brükenstau,Gloucestershire,Gloucestershire,Gloucestershire,Gurosutashā,Glosteršira,Glosteršyras,Gloucestershire,Gloucestershire,Glostershir,Gloucestershire,Gloucestershire,,Gloucestershire,Gloucestershire,Condado de Gloucester,Gloucestershire
339,Izmiri,Iizmir,,,Yizimier,Smyrna,Izmir,İzmir,İzmir,Izmir,Izmir,Smyrni,İzmir,Smirne,Izumiru,Izmira,Izmiras,Izmir,İzmir,Izmir,Izmir,İzmir,,İzmir,Esmirna,Esmirna,İzmir
340,Bursa,Bursa,,,Buersa,Bursa,Bursa,Bursa,Bursa,Bursa,Bursa,Proysa,Bursa,Bursa,Burusa,Bursa,Bursa,Bursa,Bursa,Bursa,Bursa,Bursa,,Bursa,Bursa,Bursa,Bursa
341,Edreneja,Adrina,,Odrin,Aidiernei,Edirne,Edirne,Edirne,Edirne,Edirne,Edirne,Adrianoypoli,Edirne,Edirne,Edirune,Edirne,Edirnė,Edirne,Edirne,Edirne,Edirne,Edirne,,Edirne,Edirne,Edirne,Edirne
342,Antalia,Antalia,,,Antaliya,Antalya,Antalya,Antalya,Antalya,Antalya,Antalya,Attaleia,Antalya,Adalia,Antaruya,Antalja,Antalija,Antalya,Antalya,Antal'ja,Antalya,Antalya,,Antalya,Antalya,Antália,Antalya
343,Afjonkarahisar,Afiun qurah hisar,,,Afeiyongqialaxisa'er,Afyonkarahisar,Afyon,Afyonkarahisar,Afyonkarahisar,Afyonkarahisar,Afyonkarahisar,Afion Karachisar,Afyonkarahisar,Afyonkarahisar,Afiyonkarahisāru,Afjonkarahisara,Afjonkarahisaras,Afyonkarahisar,Afyonkarahisar,Af'onkarahisar,Afyonkarahisar,Afyonkarahisar,,Afyon,Afyonkarahisar,Afyonkarahisar,Afyonkarahisar
344,Malatya,Miltia,,,Maladiya,Malatya,Malatya,Malatya,Malatya,Malatya,Malatya,Malateia,Malatya,Malatya,Maratiya,Malatja,Malatija,Malatya,Malatya,Malat'ja,Malatya,Malatya,,Malatya,Malatya,Malatya,Malatya
345,Mersini,Marsin,,,Meierxin,Mersin,Mersin,Mersin,Mersin,Mersin,Mersin,Mersini,Mersin,Mersina,Merusuin,Mersina,Mersinas,Mersin,Mersin,Mersin,Mersin,Mersin,,Mersin,Mersin,Mersin,Mersin
346,Konia,Qunia,,,Keniya,Konya,Konya,Konya,Konya,Konya,Konya,Ikonio,Konya,Konya,Kon'ya,Konja,Konija,Konya,Konya,Kon'ja,Konya,Konya,,Konya,Konya,Cônia,Konya
347,Izmit,Iizmid,,,Yizimite,İzmit,Izmit,İzmit,İzmit,Izmit,İzmit,Izmit,İzmit,İzmit,Izumitto,Izmita,Izmitas,İzmit,Izmit,Izmit,İzmit,İzmit,,İzmit,İzmit,İzmit,İzmit
348,Kajseriu,Qaysaria,,,Kaisaili,Kayseri,Kayseri,Kayseri,Kayseri,Kayseri,Kayseri,Kaisareia,Kayseri,Kayseri,Kaiseri,Kajseri,Kaiseris,Kayseri,Kayseri,Kajseri,Kayseri,Kayseri,,Kayseri,Kayseri,Caiseri,Kayseri
349,Sivasi,Saywas,,,Xiwasi,Sivas,Sivas,Sivas,Sivas,Sivas,Sivas,Sevasteia,Sivas,Sivas,Suivuasu,Sivasa,Sivasas,Sivas,Sivas,Sivas,Sivas,Sivas,,Sivas,Sivas,Sivas,Sivas
350,Dijarbakër,Diar bakr,,,Diyabake'er,Diyarbakır,Diyarbakır,Diyarbakır,Diyarbakır,Diyarbakır,Diyarbakır,Ntigiarbakir,Diyarbakır,Diyarbakır,Diyarubakuru,Dijarbakira,Dijarbakyras,Diyarbakır,Diyarbakır,Dijarbakyr,Diyarbakır,Diyarbakır,,Diyarbakır,Diyarbakır,Diarbaquir,Diyarbakır
351,Vologda,Fwlwghda,,,Woluogeda,Vologda,Vologda,Vologda,Vologda,Vologda,Wosnech,Vologda,Vologda,Vologda,Vuoroguda,Vologda,Vologda,Wołogda,Vologda,Vologda,Vologda,Vologda,,Vologda,Vólogda,Vologda,Vologda
352,Hakkari,Hakkari,,,Hakali,Hakkari,Hakkari,Hakkari,Hakkari,Hakkari,Hakkari,Hakkari,Hakkari,Hakkari,Yae-kan,Hakkari,Hakkari,Hakkari,Hakkari,Hakkjari,Hakkari,Hakkâri,,Hakkari,Hakkari,Hakkari,Hakkâri
353,Tunceli,Tunjili,,,Tongjieli,Tunceli,Tunceli,Tunceli,Tunceli,Tunceli,Tunceli,Toyntzeli,Tunceli,Tunceli,Tounjeri,Tunceli,Tunceli,Tunceli,Tunceli,Tundzheli,Tunceli,Tunceli,,Tunceli,Tunceli,Tunceli,Tunceli
354,Trabzoni,Tarabizun,,,Telabuzong,Trabzon,Trabzon,Trabzon,Trabzon,Trabzon,Trabzon,Trapezoynta,Trabzon,Trebisonda,Torabuzon,Trabzona,Trabzonas,Trabzon,Trabzon,Trabzon,Trabzon,Trabzon,,Trabzon,Trebisonda,Trebizonda,Trabzon
355,Samsun,Samsun,,,Samusong,Samsun,Samsun,Samsun,Samsun,Samsun,Samsun,Sampsoynta,Samsun,Samsun,Samusun,Samsuna,Samsunas,Samsun,Samsun,Samsun,Samsun,Samsun,,Samsun,Samsun,Samsun,Samson
356,Kastamonu,Qustumuniun,,,Qiasitamonu,Kastamonu,Kastamonu,Kastamonu,Kastamonu,Kastamonu,Kastamonu,Kastamoni,Kastamonu,Kastamonu,Kasutamonu,Kastamonu,Kastamonu,Kastamonu,Kastamonu,Kastamonu,Kastamonu,Kastamonu,,Kastamonu,Kastamonu,Castamonu,Kastamonu
